CARTAGENA,13001,VIPA,2016,Renuncias al subsidio,1,20683650.00
CARTAGENA,13001,Casa Digna Vida Digna,2021,Asignados,37,364953650.00
CARTAGENA,13001,MI CASA YA,2020,Asignados,6,131670450.00
CARTAGENA,13001,Semillero de Propietarios Ahorro,2021,Asignados,1,5451156.00
CARTAGENA,13001,MI CASA YA,2018,Renuncias al subsidio,1,23437260.00
CARTAGENA,13001,MI CASA YA,2018,Apto con subsidio vencido,1,23437260.00
TURBACO,13836,MI CASA YA,2018,Asignados,2,39062100.00
TURBACO,13836,MI CASA YA,2022,Asignados,2,40000000.00
MAGANGUE,13430,MI CASA YA,2023,Asignados,5,174000000.00
MARIA LA BAJA,13442,Bolsa Desplazados,2008,Asignado con aplicacion en Vivienda Gratuita,3,44721000.00
CARTAGENA,13001,Programa Vivienda Gratuita Fase I,2013,Renuncias al subsidio,1,41265000.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,1,8852604.00
SIMITI,13744,Bolsa Concejales,2008,Asignados,1,9922250.00
CARTAGENA,13001,Bolsa Desplazados,2010,Asignado con aplicacion en Vivienda Gratuita,17,262650000.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,2,23606944.00
MAGANGUE,13430,Bolsa Desplazados,2011,Asignados,864,13882752000.00
CARTAGENA,13001,VIPA,2016,Asignados,7,137891000.00
CARTAGENA,13001,MI CASA YA,2019,Renuncias al subsidio,3,57968120.00
TURBACO,13836,MI CASA YA,2022,Renuncias al subsidio,1,30000000.00
TURBACO,13836,MI CASA YA,2018,Renuncias al subsidio,2,46874520.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,14,350000000.00
TURBACO,13836,MI CASA YA,2018,Apto con subsidio vencido,1,23437260.00
EL CARMEN DE BOLIVAR,13244,Bolsa Desplazados,2010,Asignados,8,123600000.00
CARTAGENA,13001,VIPA,2020,Asignados,173,4297922040.00
CARTAGENA,13001,Macroproyecto,2015,Renuncias al subsidio,7,198352000.00
CARTAGENA,13001,Bolsa unica Nacional,2004,Renuncias al subsidio,3,22554000.00
SIMITI,13744,Bolsa Desplazados,2011,Asignado con aplicacion en Vivienda Gratuita,3,48204000.00
CARTAGENA,13001,Casa Digna Vida Digna,2022,Asignados,51,551494410.00
EL CARMEN DE BOLIVAR,13244,MI CASA YA,2022,Asignados,2,50000000.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,26,437495520.00
CARTAGENA,13001,MI CASA YA,2019,Asignados,9,182185520.00
CARTAGENA,13001,Ahorro Programado Contractual,2011,Asignados,1,10503669.00
CARTAGENA,13001,MI CASA YA,2019,Asignados,15,289840600.00
MAGANGUE,13430,MI CASA YA,2023,Asignados,1,34800000.00
TURBACO,13836,MI CASA YA,2017,Apto con subsidio vencido,1,14754340.00
SAN FERNANDO,13650,Bolsa Desplazados,2006,Asignados,1,10200000.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,23,580000000.00
TURBACO,13836,MI CASA YA,2022,Asignados,3,80000000.00
TURBACO,13836,MI CASA YA,2019,Asignados,7,165623200.00
CARTAGENA,13001,MI CASA YA,2020,Renuncias al subsidio,1,26334090.00
EL PEÑON,13268,Programa Vivienda Gratuita Fase II,2018,Asignados,68,3559338552.00
CARTAGENA,13001,MI CASA YA,2023,Asignados,41,1322400000.00
CARTAGENA,13001,MI CASA YA,2020,Asignados,10,237006810.00
TURBACO,13836,MI CASA YA,2018,Asignados,1,15624840.00
EL PEÑON,13268,Bolsa Desplazados,2009,Asignados,1,14907000.00
SAN JACINTO,13654,Bolsa Saludable,2010,Restitucion de subsidios no aplicados,1,3975200.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,15,308898840.00
CARTAGENA,13001,VIPA,2016,Asignados,18,361963875.00
TURBACO,13836,MI CASA YA,2021,Renuncias al subsidio,2,45426300.00
REGIDOR,13580,Programa Vivienda Gratuita Fase I,2017,Renuncias al subsidio,1,47213888.00
MAGANGUE,13430,MI CASA YA,2023,Asignados,11,371200000.00
CANTAGALLO,13160,Bolsa Desplazados,2007,Asignado con aplicacion en Vivienda Gratuita,3,44721000.00
TURBACO,13836,MI CASA YA,2017,Asignados,1,14754340.00
CARTAGENA,13001,Programa Vivienda Gratuita Fase I,2016,Asignados,1,48261850.00
CARTAGENA,13001,Bolsa unica Mejoramiento,2008,Restitucion SFV por Vencimiento Vigencia,272,1356613600.00
SIMITI,13744,Bolsa Desplazados,2011,Asignados,2,32136000.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,33,717735540.00
CARTAGENA,13001,MI CASA YA,2021,Apto con subsidio vencido,1,27255780.00
SAN PABLO,13670,Bolsa Concejales,2010,Asignados,1,11330000.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,3,32459548.00
CARTAGENA,13001,MI CASA YA,2022,Apto con subsidio vencido,1,20000000.00
CARTAGENA,13001,Casa Digna Vida Digna,2021,Asignados,42,415879296.00
MORALES,13473,Bolsa Desplazados,2010,Asignados,6,92700000.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,78,1962416160.00
ARENAL,13042,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulacion,1,7107000.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,10,245302020.00
CARTAGENA,13001,MI CASA YA,2019,Asignados,8,157342040.00
TURBACO,13836,MI CASA YA,2021,Asignados,3,81767340.00
TURBACO,13836,MI CASA YA,2019,Asignados,6,149060880.00
TALAIGUA NUEVO,13780,Bolsa Concejales,2008,Asignados,1,10153000.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,16,372495660.00
CARTAGENA,13001,Macroproyecto,2011,Asignados,14,164964800.00
TURBACO,13836,MI CASA YA,2022,Asignados,9,250000000.00
MARIA LA BAJA,13442,Bolsa Concejales,2009,Asignados,2,21863600.00
SAN MARTIN DE LOBA,13667,Bolsa Concejales,2010,Apto con subsidio vencido,1,11330000.00
SAN PABLO,13670,Bolsa Desplazados,2011,Renuncias al subsidio,2,40911480.00
SAN PABLO,13670,Bolsa Desplazados,2011,Restitucion de subsidios no aplicados,1,16068000.00
VILLANUEVA,13873,Bolsa Concejales,2014,Asignados,1,11072500.00
EL CARMEN DE BOLIVAR,13244,MI CASA YA,2022,Asignados,6,160000000.00
CARTAGENA,13001,MI CASA YA,2020,Asignados,20,474013620.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,7,124998720.00
TURBACO,13836,MI CASA YA,2018,Asignados,16,351558900.00
CARTAGENA,13001,Bolsa Desplazados,2006,Subsidio Revocado,1,7453500.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,3,46874520.00
TURBACO,13836,MI CASA YA,2019,Apto con subsidio vencido,1,16562320.00
CARTAGENA,13001,Programa Vivienda Gratuita Fase I,2013,Asignados,238,9579616000.00
TURBACO,13836,MI CASA YA,2019,Renuncias al subsidio,1,24843480.00
CARTAGENA,13001,MI CASA YA,2016,Asignados,8,82734600.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,28,445307940.00
TURBACO,13836,MI CASA YA,2018,Asignados,5,78124200.00
CARTAGENA,13001,MI CASA YA,2019,Asignados,17,389214520.00
SAN PABLO,13670,Bolsa Desplazados,2010,Asignado con aplicacion en Vivienda Gratuita,1,15450000.00
TURBACO,13836,MI CASA YA,2021,Asignados,10,263472540.00
TURBACO,13836,MI CASA YA,2016,Asignados,1,13789100.00
TURBACO,13836,MI CASA YA,2022,Asignados,19,540000000.00
TURBACO,13836,MI CASA YA,2022,Asignados,7,180000000.00
CARTAGENA,13001,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,1,14754340.00
SIMITI,13744,Bolsa Concejales,2009,Asignados,1,10931800.00
CARTAGENA,13001,MI CASA YA,2019,Asignados,11,207029000.00
ACHI,13006,Bolsa Ordinaria,2005,Apto con subsidio vencido,2,15993000.00
CARTAGENA,13001,Semillero de Propietarios Ahorro,2021,Asignados,1,5451156.00
CARTAGENA,13001,Macroproyecto,2011,Asignados,32,377062400.00
CARTAGENA,13001,Macroproyecto,2010,Apto con subsidio vencido,3,33990000.00
SAN JUAN NEPOMUCENO,13657,MI CASA YA,2022,Asignados,1,20000000.00
CARTAGENA,13001,MI CASA YA,2016,Apto con subsidio vencido,1,8273460.00
CARTAGENA,13001,MI CASA YA,2021,Renuncias al subsidio,1,27255780.00
CARTAGENA,13001,MI CASA YA,2022,Renuncias al subsidio,2,50000000.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,15,336154620.00
CARTAGENA,13001,MI CASA YA,2021,Apto con subsidio vencido,1,18170520.00
SANTA CATALINA,13673,Bolsa Esfuerzo Territorial,2010,Asignados,54,591025668.00
CARTAGENA,13001,Bolsa Desplazados,2004,Asignado posteriormente beneficiario de Vivienda Gratuita,2,8950000.00
CARTAGENA,13001,MI CASA YA,2023,Asignados,61,2076400000.00
HATILLO DE LOBA,13300,Bolsa Esfuerzo Territorial,2006,Restitucion SFV por Vencimiento Vigencia,1,7505000.00
VILLANUEVA,13873,Bolsa Desplazados,2008,Asignados,1,14907000.00
MAGANGUE,13430,Bolsa Esfuerzo Territorial,2004,Restitucion SFV Cobro Directo Fiduciaria,123,924713992.00
CARTAGENA,13001,Programa Vivienda Gratuita Fase I,2014,Asignados,338,14513771000.00
EL CARMEN DE BOLIVAR,13244,Programa Vivienda Gratuita Fase II,2019,Asignados,5,277418860.00
TURBACO,13836,MI CASA YA,2020,Apto con subsidio vencido,1,17556060.00
MAGANGUE,13430,MI CASA YA,2022,Asignados,1,30000000.00
CARTAGENA,13001,MI CASA YA,2020,Renuncias al subsidio,1,26334090.00
CARTAGENA,13001,MI CASA YA,2019,Renuncias al subsidio,1,24843480.00
TURBACO,13836,MI CASA YA,2018,Apto con subsidio vencido,1,23437260.00
MARGARITA,13440,Bolsa Esfuerzo Territorial,2006,Restitucion SFV por Indemnizacion,1,8011499.30
TURBACO,13836,MI CASA YA,2018,Asignados,2,39062100.00
TURBACO,13836,MI CASA YA,2018,Asignados,20,460932780.00
CARTAGENA,13001,Programa Vivienda Gratuita Fase I,2014,Asignados,2,86240000.00
SAN JACINTO DEL CAUCA,13655,Bolsa Desastres Naturales,2007,Asignados,8,72861600.00
CARTAGENA,13001,Semillero de Propietarios Arriendo,2021,Asignados,1,13450380.00
MAGANGUE,13430,MI CASA YA,2023,Asignados,2,69600000.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,4,59017360.00
MARGARITA,13440,Bolsa Concejales,2008,Asignados,1,10153000.00
EL CARMEN DE BOLIVAR,13244,MI CASA YA,2022,Asignados,1,20000000.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,18,360000000.00
CARTAGENA,13001,MI CASA YA,2020,Asignados,6,114114390.00
CARTAGENA,13001,Bolsa Desplazados,2011,Asignados,32,514176000.00
TALAIGUA NUEVO,13780,Bolsa Esfuerzo Territorial,2007,Restitucion SFV por Indemnizacion,100,910602895.00
CARTAGENA,13001,VIPA,2021,Asignados,15,364371040.00
SANTA ROSA,13683,Bolsa Concejales,2010,Asignados,2,22660000.00
TURBACO,13836,MI CASA YA,2022,Asignados,10,270000000.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,1,15624840.00
CARTAGENA,13001,MI CASA YA,2019,Apto con subsidio vencido,2,41405800.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,1,8852604.00
ZAMBRANO,13894,Bolsa Desplazados,2007,Asignados,28,315783500.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,2,29508680.00
SAN PABLO,13670,Bolsa Desplazados,2011,Asignado con aplicacion en Vivienda Gratuita,3,48204000.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,11,179685660.00
CARTAGENA,13001,MI CASA YA,2016,Asignados,4,49640760.00
CARTAGENA,13001,Programa Vivienda Gratuita Fase I,2013,Renuncias al subsidio,2,51555000.00
ARENAL,13042,Bolsa Concejales,2009,Asignados,2,21615150.00
SAN JACINTO,13654,Bolsa Esfuerzo Territorial,2010,Restitucion de subsidios no aplicados,1,9785000.00
TURBACO,13836,MI CASA YA,2021,Renuncias al subsidio,1,18170520.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,2,40000000.00
TURBACO,13836,MI CASA YA,2017,Asignados,2,29508680.00
TIQUISIO,13810,Bolsa Desastres Naturales,2015,Asignados,4,93624292.00
MARGARITA,13440,Bolsa Desplazados,2008,Asignados,1,14907000.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,1,23437260.00
CARTAGENA,13001,MI CASA YA,2021,Renuncias al subsidio,1,27255780.00
CARTAGENA,13001,MI CASA YA,2020,Apto con subsidio vencido,2,43890150.00
TURBACO,13836,MI CASA YA,2018,Renuncias al subsidio,1,15624840.00
CARTAGENA,13001,MI CASA YA,2020,Asignados,41,930471180.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,9,140623560.00
CARTAGENA,13001,MI CASA YA,2017,Apto con subsidio vencido,2,36885850.00
CARTAGENA,13001,VIPA,2017,Renuncias al subsidio,1,20683650.00
ACHI,13006,Bolsa Desplazados,2010,Asignados,1,15450000.00
CARTAGENA,13001,Bolsa Desplazados,2010,Asignados,1,15450000.00
TURBACO,13836,MI CASA YA,2021,Asignados,30,708650280.00
TURBACO,13836,MI CASA YA,2018,Apto con subsidio vencido,1,15624840.00
SANTA ROSA DEL SUR,13688,Bolsa Desplazados,2008,Asignado con aplicacion en Vivienda Gratuita,4,59628000.00
CARTAGENA,13001,MI CASA YA,2020,Asignados,18,368677260.00
CARTAGENA,13001,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000.00
CARTAGENA,13001,MI CASA YA,2016,Asignados,11,118586260.00
CICUCO,13188,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulacion,1,7024320.00
CARTAGENA,13001,Casa Digna Vida Digna,2022,Asignados,52,553992768.00
CARTAGENA,13001,MI CASA YA,2016,Asignados,7,79976780.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,13,263472540.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,7,124998720.00
CALAMAR,13140,Bolsa Concejales,2008,Asignados,1,10153000.00
SAN ESTANISLAO,13647,Bolsa Desplazados,2005,Asignados,19,265362000.00
CARTAGENA,13001,Casa Digna Vida Digna,2021,Asignados,11,107626464.00
ZAMBRANO,13894,Bolsa Desplazados,2009,Renuncia con restitucion de subsidio,1,14907000.00
TURBACO,13836,MI CASA YA,2020,Asignados,1,17556060.00
SANTA ROSA DEL SUR,13688,Bolsa Desplazados,2007,Asignados,4,44045500.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,32,820000000.00
CARTAGENA,13001,Casa Digna Vida Digna,2022,Asignados,2,20770644.00
REGIDOR,13580,Programa Vivienda Gratuita Fase I,2017,Asignados,69,2845449600.00
CANTAGALLO,13160,Bolsa Desplazados,2009,Asignado con aplicacion en Vivienda Gratuita,6,89442000.00
CARTAGENA,13001,Bolsa unica Mejoramiento,2007,Restitucion SFV por Vencimiento Vigencia,2,9384000.00
TURBACO,13836,MI CASA YA,2018,Asignados,3,70311780.00
CARTAGENA,13001,MI CASA YA,2020,Apto con subsidio vencido,1,17556060.00
CARTAGENA,13001,Casa Digna Vida Digna,2022,Asignados,1,10900814.00
CICUCO,13188,Bolsa Esfuerzo Territorial,2003,Asignados,42,295021440.00
CARTAGENA,13001,MI CASA YA,2016,Asignados,1,13789100.00
CARTAGENA,13001,Bolsa Desplazados,2011,Asignado con aplicacion en Vivienda Gratuita,1,16068000.00
CARTAGENA,13001,VIPA,2020,Asignados,680,16893566400.00
TURBACO,13836,MI CASA YA,2022,Asignados,4,80000000.00
CARTAGENA,13001,Bolsa Desastres Naturales,2006,Renuncia con restitucion de subsidio,2,17136000.00
TURBACO,13836,MI CASA YA,2022,Asignados,12,310000000.00
EL CARMEN DE BOLIVAR,13244,MI CASA YA,2023,Asignados,1,23200000.00
CARTAGENA,13001,Bolsa unica Mejoramiento,2007,Asignados,287,1279977600.00
CARTAGENA,13001,Ahorro Programado Contractual,2010,Apto con subsidio vencido,3,32187500.00
CARTAGENA,13001,Macroproyecto,2011,Renuncias al subsidio,4,47132800.00
CARTAGENA,13001,MI CASA YA,2015,Asignados,1,12887000.00
SAN JUAN NEPOMUCENO,13657,Bolsa Desplazados,2010,Asignados,3,46350000.00
TURBACO,13836,MI CASA YA,2017,Asignados,1,8852604.00
RIO VIEJO,13600,Bolsa Desplazados,2009,Asignados,5,74535000.00
SAN PABLO,13670,Bolsa Desplazados,2010,Perdida de ejecutoriedad de asignacion de SFV,1,15450000.00
CARTAGENA,13001,Bolsa Ordinaria,2003,Apto con subsidio vencido,15,106554900.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,12,330000000.00
TURBACO,13836,MI CASA YA,2020,Asignados,7,166782570.00
CARTAGENA,13001,MI CASA YA,2023,Asignados,18,626400000.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,24,650000000.00
CARTAGENA,13001,MI CASA YA,2023,Asignados,3,92800000.00
TURBACO,13836,MI CASA YA,2020,Asignados,4,87780300.00
TURBACO,13836,MI CASA YA,2018,Asignados,8,124998720.00
CARTAGENA,13001,MI CASA YA,2020,Apto con subsidio vencido,6,158004540.00
CARTAGENA,13001,MI CASA YA,2018,Apto con subsidio vencido,1,15624840.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,39,844929180.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,9,120985588.00
TURBACO,13836,MI CASA YA,2021,Apto con subsidio vencido,4,81767340.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,4,59017360.00
CARTAGENA,13001,MI CASA YA,2019,Asignados,8,149060880.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,25,563286120.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,5,85936620.00
CARTAGENA,13001,Casa Digna Vida Digna,2021,Asignados,17,166429627.00
CARTAGENA,13001,MI CASA YA,2021,Renuncias al subsidio,1,18170520.00
SANTA ROSA DEL SUR,13688,MI CASA YA,2018,Asignados,1,23437260.00
CARTAGENA,13001,Bolsa Ordinaria,2008,Renuncia con restitucion de subsidio,5,44998800.00
EL GUAMO,13248,Bolsa Esfuerzo Territorial,2004,Restitucion SFV Cobro Directo Fiduciaria,24,180432000.00
CANTAGALLO,13160,Bolsa Desplazados,2011,Asignados,1,16068000.00
ARENAL,13042,Bolsa Desplazados,2008,Asignados,2,29814000.00
CARTAGENA,13001,MI CASA YA,2020,Apto con subsidio vencido,1,17556060.00
CARTAGENA,13001,VIPA,2016,Renuncias al subsidio,1,20683650.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,5,73771700.00
CARTAGENA,13001,Macroproyecto,2011,Asignados,4,45320000.00
VILLANUEVA,13873,Programa Vivienda Gratuita Fase I,2010,Asignados,1,15450000.00
MORALES,13473,Programa Vivienda Gratuita Fase I,2010,Asignados,1,15450000.00
TURBACO,13836,MI CASA YA,2017,Asignados,2,36885850.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,1,8852604.00
TURBACO,13836,MI CASA YA,2021,Apto con subsidio vencido,1,18170520.00
TURBACO,13836,MI CASA YA,2018,Asignados,1,15624840.00
TURBACO,13836,MI CASA YA,2023,Asignados,68,2273600000.00
CARTAGENA,13001,MI CASA YA,2019,Asignados,9,198747840.00
TURBACO,13836,MI CASA YA,2018,Apto con subsidio vencido,1,23437260.00
CARTAGENA,13001,Semillero de Propietarios Arriendo,2022,Asignados,1,15344640.00
CARTAGENA,13001,MI CASA YA,2018,Renuncias al subsidio,1,15624840.00
TURBACO,13836,MI CASA YA,2021,Asignados,12,290728320.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,4,70311780.00
CARTAGENA,13001,MI CASA YA,2015,Asignados,2,25774000.00
SANTA ROSA DEL SUR,13688,Bolsa Concejales,2009,Restitucion SFV por Vencimiento Vigencia,1,5714350.00
EL PEÑON,13268,Bolsa Concejales,2010,Asignados,1,11330000.00
CLEMENCIA,13222,Bolsa Desplazados,2006,Perdida de ejecutoriedad de asignacion de SFV,1,14907000.00
TURBACO,13836,MI CASA YA,2018,Asignados,7,140623560.00
SAN CRISTOBAL,13620,Bolsa Concejales,2009,Asignados,2,21615150.00
TURBACO,13836,MI CASA YA,2019,Asignados,3,66249280.00
SANTA ROSA DEL SUR,13688,MI CASA YA,2017,Asignados,1,22131510.00
CLEMENCIA,13222,Bolsa Ordinaria,2004,Asignados,181,1286367000.00
CARTAGENA,13001,VIPA,2016,Renuncias al subsidio,2,37920025.00
CLEMENCIA,13222,Bolsa Esfuerzo Territorial,2007,Restitucion SFV por Vencimiento Vigencia,1,9107000.00
TURBACO,13836,MI CASA YA,2016,Asignados,1,13789100.00
CARTAGENA,13001,Bolsa Desplazados,2011,Asignado con aplicacion en Vivienda Gratuita,13,208884000.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,21,499689300.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,14,360000000.00
CARTAGENA,13001,Bolsa unica Mejoramiento,2008,Renuncia con restitucion de subsidio,1,4987550.00
TURBACO,13836,MI CASA YA,2019,Asignados,2,41405800.00
ACHI,13006,Bolsa Concejales,2008,Asignados,3,30459000.00
BARRANCO DE LOBA,13074,Bolsa Desplazados,2007,Asignados,2,25749500.00
CARTAGENA,13001,MI CASA YA,2020,Asignados,23,517903770.00
TURBACO,13836,MI CASA YA,2018,Renuncias al subsidio,1,15624840.00
CARTAGENA,13001,Bolsa Desastres Naturales,2008,Asignados,9,77651700.00
ACHI,13006,Bolsa Ordinaria,2005,Restitucion SFV por Indemnizacion,40,319644250.00
TURBACO,13836,MI CASA YA,2019,Renuncias al subsidio,1,16562320.00
CARTAGENA,13001,Bolsa Desplazados,2008,Restitucion SFV por Indemnizacion,1,14907000.00
CALAMAR,13140,Programa Vivienda Gratuita Fase II,2018,Asignados,118,6443371776.00
EL PEÑON,13268,Programa Vivienda Gratuita Fase II,2019,Asignados,6,314059284.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,50,1378170520.00
CARTAGENA,13001,MI CASA YA,2020,Apto con subsidio vencido,3,61446210.00
CARTAGENA,13001,MI CASA YA,2018,Asignados,3,54686940.00
TURBACO,13836,MI CASA YA,2016,Asignados,1,8273460.00
CARTAGENA,13001,MI CASA YA,2021,Asignados,23,536030340.00
CARTAGENA,13001,Ahorro Programado Contractual,2010,Renuncia con restitucion de subsidio,1,9122962.00
EL CARMEN DE BOLIVAR,13244,MI CASA YA,2021,Asignados,1,18170520.00
CARTAGENA,13001,MI CASA YA,2018,Renuncias al subsidio,1,15624840.00
TURBACO,13836,MI CASA YA,2021,Asignados,5,118108380.00
CARTAGENA,13001,Casa Digna Vida Digna,2021,Asignados,7,68788383.00
VILLANUEVA,13873,Bolsa unica Nacional,2004,Apto con subsidio vencido,1,7510348.00
MAGANGUE,13430,MI CASA YA,2022,Asignados,1,20000000.00
CARTAGENA,13001,MI CASA YA,2017,Asignados,4,59017360.00
ACHI,13006,Bolsa Desastres Naturales,2006,Apto con subsidio vencido,23,197064000.00
REGIDOR,13580,Programa Vivienda Gratuita Fase I,2017,Asignados,14,577337600.00
CARTAGENA,13001,Bolsa Desplazados,2014,Asignados,1,18480000.00
CARTAGENA,13001,MI CASA YA,2022,Asignados,13,330000000.00
TURBANA,13838,Bolsa Concejales,2009,Restitucion SFV por Vencimiento Vigencia,1,10931800.00
EL CARMEN DE BOLIVAR,13244,Bolsa Desplazados,2008,Restitucion SFV por Indemnizacion,1,14907000.00
CARTAGENA,13001,MI CASA YA,2015,Asignados,8,92786400.00
CANTAGALLO,13160,Bolsa Desplazados,2008,Asignado con aplicacion en Vivienda Gratuita,20,294770500.00
CARTAGENA,13001,MI CASA YA,2018,Renuncias al subsidio,1,15624840.00
SAN MARTIN DE LOBA,13667,Bolsa Concejales,2008,Apto con subsidio vencido,1,10153000.00
CARTAGENA,13001,MI CASA YA,2020,Asignados,78,1904832510.00
